ids,region,year,area_m2,elevation_m,label_4class,label_3class,in_visual_qc,in_final_777
NE2019_5478,NE,2019,69322.09009917366,1669.5394997209394,buried,buried,False,False
NE2019_5498,NE,2019,361109.1882943749,1583.7381322196734,drain_slow,drain,True,True
NE2019_5517,NE,2019,103244.85001183812,1633.1515930648698,buried,buried,False,False
NE2019_5528,NE,2019,235327.09566668284,1454.1536163402182,drain_slow,drain,False,False
NE2019_5533,NE,2019,102927.26534939329,1715.465847614394,refreeze,refreeze,True,True
NE2019_5543,NE,2019,180009.3583422565,1942.1291362566503,refreeze,refreeze,True,True
NE2019_5548,NE,2019,84758.20864392813,1651.3326153976104,buried,buried,True,True
NE2019_5557,NE,2019,87477.72335981717,1013.3223258859153,drain,drain,True,True
NE2019_5567,NE,2019,91084.40131720572,963.5021517996868,drain_slow,drain,False,False
NE2019_5587,NE,2019,450756.0751002944,1512.4848024435134,drain_slow,drain,True,True
NE2019_5588,NE,2019,101929.76572614159,1398.3702036366194,drain_slow,drain,True,True
NE2019_5597,NE,2019,534111.9724052148,1620.4046104189363,drain_slow,drain,True,True
NE2019_5598,NE,2019,119144.57060447116,1507.1975091130012,drain_slow,drain,False,False
NE2019_5601,NE,2019,496964.23556268174,1507.2687328478892,refreeze,refreeze,True,True
NE2019_5607,NE,2019,160822.51925688024,1578.6813512845288,drain_slow,drain,True,True
NE2019_5611,NE,2019,530487.8029571706,1119.36191359571,refreeze,refreeze,True,True
NE2019_5617,NE,2019,1176496.0070706757,1570.7237096536523,refreeze,refreeze,True,True
NE2019_5618,NE,2019,275889.8992321741,1532.3549872585932,drain_slow,drain,True,True
NE2019_5637,NE,2019,301259.08536850486,1683.8323698731583,buried,buried,True,True
NE2019_5657,NE,2019,52101.92355985745,1097.492242021817,drain,drain,True,True
NE2019_5667,NE,2019,71124.32541779586,1731.8826298208323,refreeze,refreeze,True,True
NE2019_5671,NE,2019,52113.06947972513,884.8156067002583,refreeze,refreeze,True,True
NE2019_5683,NE,2019,896075.8960284636,1775.4879278059618,refreeze,refreeze,True,True
NE2019_5688,NE,2019,248730.05247270054,1342.4199841395714,drain_slow,drain,True,True
NE2019_5697,NE,2019,298566.6750081432,1333.6173799947023,drain_slow,drain,True,True
NE2019_5707,NE,2019,288648.8452976514,1162.8138466136947,drain_slow,drain,True,True
NE2019_5708,NE,2019,106487.40760586665,1238.2001141016171,drain_slow,drain,True,True
NE2019_5728,NE,2019,62978.53934491012,2009.5925591882753,buried,buried,False,False
NE2019_5737,NE,2019,51203.1101700436,1318.382038834951,refreeze,refreeze,True,True
NE2019_5758,NE,2019,145453.0828724655,1306.8998798165358,refreeze,refreeze,True,True
NE2019_5773,NE,2019,170832.99007416106,1561.950364963503,refreeze,refreeze,False,False
NE2019_5791,NE,2019,1341702.736402522,1547.2795392448395,refreeze,refreeze,True,True
NE2019_5798,NE,2019,237890.5560997893,1485.0138100700315,buried,buried,True,True
NE2019_5813,NE,2019,72953.10387059792,1683.5891423845894,refreeze,refreeze,False,False
NE2019_5817,NE,2019,62984.356757833535,1751.676310319645,buried,buried,False,False
NE2019_5821,NE,2019,92358.07937378819,1346.468816952982,refreeze,refreeze,True,True
NE2019_5827,NE,2019,607670.1040974368,895.7822996932736,drain_slow,drain,False,False
NE2019_5837,NE,2019,60268.548728496084,1455.0225612629592,buried,buried,True,True
NE2019_5838,NE,2019,70237.7823528392,1303.6047382808538,buried,buried,True,True
NO2019_3561,NO,2019,169213.2316426512,1264.100755984881,buried,buried,True,True
NO2019_3562,NO,2019,86648.06231568076,1194.7761021360993,buried,buried,True,True
NO2019_3571,NO,2019,684007.6940290286,1109.44099725324,buried,buried,True,True
NO2019_3572,NO,2019,126466.6313015735,1196.989473981262,buried,buried,True,True
NO2019_3581,NO,2019,332258.21055221464,1095.042438516733,buried,buried,True,True
NO2019_3582,NO,2019,446366.76481551747,309.11564735711664,drain,drain,True,True
NO2019_3583,NO,2019,97456.36462307014,1187.4418724091124,buried,buried,True,True
NO2019_3592,NO,2019,426427.5387729749,549.9811435930027,drain_slow,drain,False,False
NO2019_3593,NO,2019,705765.3940378964,1079.0710693531746,buried,buried,True,True
NO2019_3596,NO,2019,298635.2264095834,649.018031325919,drain,drain,True,True
NO2019_3602,NO,2019,850589.2564047406,565.4273236131497,refreeze,refreeze,True,True
NO2019_3611,NO,2019,55750.87529851627,1001.9092466840136,buried,buried,True,True
NO2019_3612,NO,2019,131898.4122915984,958.3954704772178,drain_slow,drain,True,True
NO2019_3616,NO,2019,311389.035203852,1018.8630498901077,refreeze,refreeze,True,True
NO2019_3621,NO,2019,827024.7165363325,868.0936683972843,buried,buried,True,True
NO2019_3622,NO,2019,314949.13862615515,900.1141825440446,refreeze,refreeze,True,True
NO2019_3623,NO,2019,363081.6188981118,992.8144192532153,buried,buried,True,True
NO2019_3628,NO,2019,800908.9158736432,909.2469715213542,refreeze,refreeze,True,True
NO2019_3631,NO,2019,708444.0495248981,837.5451355470001,drain_slow,drain,True,True
NO2019_3633,NO,2019,323173.77307179384,1011.4704750317974,refreeze,refreeze,True,True
NO2019_3637,NO,2019,992184.2766539124,826.8083803326111,refreeze,refreeze,True,True
NO2019_3641,NO,2019,156374.40632504682,1193.51677668395,buried,buried,True,True
NO2019_3649,NO,2019,340326.33540755295,618.7336830521689,refreeze,refreeze,True,True
NO2019_3651,NO,2019,125526.49122222477,709.0570051049348,drain_slow,drain,True,True
NO2019_3652,NO,2019,138215.0896129183,589.5802045137633,refreeze,refreeze,False,False
NO2019_3653,NO,2019,89297.22711973084,1134.539913613822,buried,buried,True,True
NO2019_3655,NO,2019,1159647.2600638205,783.6848525477176,refreeze,refreeze,True,True
NO2019_3659,NO,2019,85704.06558073436,746.8287197956362,drain,drain,True,True
NO2019_3662,NO,2019,227989.3518304496,1161.7780636658877,buried,buried,True,True
NO2019_3663,NO,2019,512636.09725695517,930.5804845416998,drain_slow,drain,True,True
NO2019_3665,NO,2019,100170.27187778792,753.8445381153101,refreeze,refreeze,True,True
NO2019_3672,NO,2019,128272.33910141408,864.7918771807391,refreeze,refreeze,True,True
NO2019_3673,NO,2019,93866.3575408205,738.5569150346607,drain_slow,drain,True,True
NO2019_3680,NO,2019,131898.41229155322,949.0552981657586,drain_slow,drain,False,False
NO2019_3682,NO,2019,190822.1016314731,600.645344705046,drain,drain,True,True
NO2019_3683,NO,2019,785498.1048155233,670.4395666109637,drain,drain,True,True
NO2019_3686,NO,2019,131924.80959128152,1099.1089010167043,refreeze,refreeze,True,True
NO2019_3687,NO,2019,714932.731015503,1013.6037407612238,refreeze,refreeze,True,True
NO2019_3688,NO,2019,73896.02736557036,1148.2999034282955,refreeze,refreeze,True,True
NO2019_3692,NO,2019,1610752.0566252319,1079.4380486423195,buried,buried,True,True
NO2019_3696,NO,2019,197167.72971422353,712.8138448827102,drain,drain,False,False
NO2019_3702,NO,2019,194487.0904284311,767.368156925951,drain,drain,True,True
NO2019_3703,NO,2019,299664.2582125408,969.1447892090272,drain_slow,drain,True,True
NO2019_3705,NO,2019,108350.61681213073,1149.5588050418505,refreeze,refreeze,True,True
NO2019_3708,NO,2019,171819.59737148788,1066.401740571902,refreeze,refreeze,False,False
NO2019_3712,NO,2019,355426.29113264696,964.5197560404133,drain_slow,drain,True,True
NO2019_3713,NO,2019,667784.3454570029,1080.8045694559453,refreeze,refreeze,True,True
NO2019_3716,NO,2019,108377.09880315095,204.5989280042351,refreeze,refreeze,False,False
NO2019_3720,NO,2019,250702.4732095825,614.099067087586,drain,drain,True,True
NO2019_3731,NO,2019,346108.02719078347,1115.4948395291,buried,buried,True,True
NO2019_3732,NO,2019,194600.71253585196,1255.4999721163676,buried,buried,True,True
NO2019_3733,NO,2019,975725.2509664343,1178.03218211516,buried,buried,True,True
NO2019_3734,NO,2019,103817.11820072007,574.2347879955943,drain,drain,True,True
NO2019_3741,NO,2019,181793.29431653424,1291.3728075338433,buried,buried,True,True
NO2019_3748,NO,2019,244498.3311348064,1222.7772785717461,refreeze,refreeze,True,True
NO2019_3753,NO,2019,55794.609887896375,1301.3591782216004,refreeze,refreeze,True,True
NO2019_3754,NO,2019,51209.49452000593,873.2958526621894,refreeze,refreeze,True,True
NO2019_3757,NO,2019,1652299.2656630408,927.1698575139583,refreeze,refreeze,False,False
NO2019_3761,NO,2019,1001530.8220282978,856.9903877897668,drain_slow,drain,True,True
NO2019_3762,NO,2019,69336.74921732745,755.8821057055794,refreeze,refreeze,True,True
NO2019_3773,NO,2019,570555.3415989407,1336.635433464235,buried,buried,True,True
NO2019_3781,NO,2019,165385.89685069319,1240.3985819362538,buried,buried,True,False
NO2019_3785,NO,2019,275039.01202296384,1063.0606831634873,refreeze,refreeze,False,False
NO2019_3793,NO,2019,111918.67540308805,1313.3732037597572,buried,buried,True,False
NO2019_3801,NO,2019,203447.30872863432,961.0018492752598,buried,buried,True,False
NO2019_3802,NO,2019,271438.8408441426,852.6065584604406,drain_slow,drain,True,True
NO2019_3812,NO,2019,683292.9656187913,691.2833188439591,drain_slow,drain,True,False
NO2019_3813,NO,2019,158136.10411204703,943.748386077378,drain_slow,drain,True,False
NO2019_3821,NO,2019,67513.69487877075,1023.1979028051315,drain_slow,drain,True,False
NO2019_3853,NO,2019,778673.688505849,1199.3521852695087,buried,buried,False,False
NO2019_3872,NO,2019,261369.8186549717,1145.2087078062755,buried,buried,True,False
NO2019_3881,NO,2019,110092.52790919197,835.9666926626373,buried,buried,False,False
NO2019_3883,NO,2019,183475.61998149412,720.2980315888738,drain_slow,drain,True,True
NO2019_3892,NO,2019,279517.1790829015,700.2383737120576,drain_slow,drain,True,True
NO2019_3893,NO,2019,102847.98919571053,752.3708546255507,drain_slow,drain,True,True
NO2019_3901,NO,2019,54822.05591487199,658.6506973140494,refreeze,refreeze,True,True
NO2019_3902,NO,2019,101031.41450101246,90.24336204757341,drain_slow,drain,True,True
NO2019_3909,NO,2019,74757.3489747833,795.290580041686,refreeze,refreeze,True,True
NO2019_3911,NO,2019,247821.45171328422,97.07420832850015,drain_slow,drain,True,True
NO2019_3913,NO,2019,91071.04100208884,1173.115688131313,refreeze,refreeze,True,True
NO2019_3922,NO,2019,113721.78541015256,661.8476295133439,drain_slow,drain,True,True
NO2019_3923,NO,2019,140902.28932497287,597.4349027661569,drain,drain,True,True
NO2019_3927,NO,2019,110092.52790919157,639.1317007072506,refreeze,refreeze,False,False
NO2019_3931,NO,2019,777929.5041804056,583.0973919378783,drain,drain,True,True
NO2019_3933,NO,2019,1256417.8940239649,1095.8867385478613,drain_slow,drain,True,True
NO2019_3936,NO,2019,92903.798057141,896.3721073742672,refreeze,refreeze,True,True
NO2019_3941,NO,2019,634739.8949977712,559.7061735782597,drain_slow,drain,True,True
NO2019_3946,NO,2019,98342.06916294432,812.9977846699161,refreeze,refreeze,True,True
NO2019_3952,NO,2019,55722.22532770331,424.6186862244898,drain_slow,drain,True,True
NO2019_3961,NO,2019,625716.9533527293,1017.8889903062936,drain_slow,drain,True,True
NO2019_3963,NO,2019,198950.0846199839,804.7991318425222,drain_slow,drain,True,True
NO2019_3971,NO,2019,149951.6795404355,240.17454337355136,drain_slow,drain,True,True
NO2019_3972,NO,2019,317605.46443244035,396.0272605560121,drain_slow,drain,True,True
NO2019_3973,NO,2019,59346.43510514368,290.529066985646,drain_slow,drain,True,True
NO2019_3979,NO,2019,54816.17288334659,261.85663361202927,drain,drain,False,False
NO2019_3981,NO,2019,116427.73909936321,244.55378107470193,drain,drain,False,False
NO2019_3999,NO,2019,96504.94140386349,317.5958204966408,drain,drain,True,True
NO2019_4001,NO,2019,205237.09666952014,251.88208438848687,drain,drain,True,True
NO2019_4003,NO,2019,52116.76476376165,547.9319060773481,drain_slow,drain,True,True
NO2019_4012,NO,2019,66594.85465996314,185.1332439678284,refreeze,refreeze,True,True
NO2019_4031,NO,2019,169044.34875373126,1164.3909857013118,refreeze,refreeze,False,False
NO2019_4032,NO,2019,168086.01073815898,118.4132449205135,drain,drain,True,True
NO2019_4033,NO,2019,98344.83560202036,1070.9507987918046,refreeze,refreeze,True,True
NO2019_4039,NO,2019,142703.2599856322,93.65693558474051,drain,drain,True,True
NO2019_4053,NO,2019,293139.42294975696,631.3243253086644,drain_slow,drain,True,True
NO2019_4061,NO,2019,125501.73130924931,515.9905770158656,drain,drain,True,True
NO2019_4072,NO,2019,303111.9070643222,182.90341307890884,drain_slow,drain,True,True
NO2019_4073,NO,2019,1350924.1945304973,749.2444311762284,drain_slow,drain,True,True
NO2019_4079,NO,2019,68419.91897109179,866.5470658558137,refreeze,refreeze,False,False
NO2019_4101,NO,2019,371897.09032190446,900.15819979873,drain_slow,drain,True,False
NO2019_4131,NO,2019,710098.9880052481,317.43560963902195,drain,drain,True,False
NO2019_4132,NO,2019,56644.78206805252,667.4659725271276,drain_slow,drain,True,False
NO2019_4151,NO,2019,90178.4930523396,199.57798092209856,drain_slow,drain,True,True
NO2019_4152,NO,2019,259659.68100002894,170.43085114099628,refreeze,refreeze,True,True
NO2019_4153,NO,2019,90152.35439596884,1294.0055678407832,buried,buried,True,True
NO2019_4159,NO,2019,212474.1467821407,1132.1855052078104,refreeze,refreeze,True,True
NO2019_4161,NO,2019,2049946.7519691032,1259.9718309859154,buried,buried,True,True
NO2019_4163,NO,2019,196164.83061122085,1097.0139253426655,buried,buried,True,True
NO2019_4167,NO,2019,69313.11669641042,1044.7890717104929,refreeze,refreeze,True,True
NO2019_4171,NO,2019,358344.28305140894,1125.7909306354918,refreeze,refreeze,False,False
NO2019_4172,NO,2019,4553470.4676060695,1213.2110858696287,buried,buried,True,True
NO2019_4173,NO,2019,64790.736487593145,1089.2155367699866,buried,buried,True,True
NO2019_4181,NO,2019,124585.05408337111,1238.0183441465238,buried,buried,True,True
NO2019_4182,NO,2019,182573.7338021201,737.9224916600011,drain,drain,True,True
NO2019_4191,NO,2019,810564.9535837513,1216.0922143561484,buried,buried,False,False
NO2019_4192,NO,2019,105568.12308814962,1008.0473434856173,buried,buried,True,True
NO2019_4193,NO,2019,196164.8306112409,559.9701842727454,drain_slow,drain,True,True
NO2019_4221,NO,2019,591272.9258953695,1101.957332605532,buried,buried,False,False
NO2019_4222,NO,2019,294956.8388949176,1092.4779968701096,buried,buried,False,False
NO2019_4241,NO,2019,1192966.7539329398,1091.2608394501733,buried,buried,False,False
NO2019_4247,NO,2019,631115.3988092995,1026.044164834179,refreeze,refreeze,False,False
NO2019_4261,NO,2019,157210.31763165418,848.0461597873737,buried,buried,True,True
NO2019_4262,NO,2019,113725.52881356828,1346.9135214007783,buried,buried,True,True
NO2019_4269,NO,2019,51198.27428735746,245.5421027098204,drain,drain,True,True
NO2019_4271,NO,2019,62072.24404754829,237.9272309899569,drain_slow,drain,True,True
NO2019_4272,NO,2019,149055.31556429493,908.5521784877321,buried,buried,True,True
NO2019_4277,NO,2019,186216.99045439862,873.8304876880331,refreeze,refreeze,True,True
NO2019_4281,NO,2019,201596.97339805623,881.3796184667751,drain_slow,drain,True,True
NO2019_4283,NO,2019,123663.70969291065,1125.2236914600553,buried,buried,True,False
NO2019_4291,NO,2019,84707.37623653175,1013.4006165280183,buried,buried,True,False
NO2019_4293,NO,2019,499471.7206293508,285.0280569785791,drain_slow,drain,True,False
NW2019_2525,NW,2019,100327.20373528078,302.5531382845712,drain,drain,False,False
NW2019_2526,NW,2019,260209.81314475837,1243.9040436411283,buried,buried,True,True
NW2019_2528,NW,2019,132013.53215091678,531.9570558787714,drain,drain,True,True
NW2019_2532,NW,2019,55222.79565886968,1231.7053180530513,refreeze,refreeze,True,True
NW2019_2536,NW,2019,1425631.6927303083,1092.0507971848426,buried,buried,False,False
NW2019_2538,NW,2019,204272.66585721084,801.8821385176184,drain_slow,drain,True,True
NW2019_2539,NW,2019,57508.53520778942,1143.7331511273997,drain,drain,False,False
NW2019_2540,NW,2019,412564.4381389471,1708.2859703065974,refreeze,refreeze,False,False
NW2019_2548,NW,2019,386833.05269704794,1043.9571013358664,refreeze,refreeze,True,True
NW2019_2549,NW,2019,635724.8236254163,937.4340406580146,drain_slow,drain,True,True
NW2019_2550,NW,2019,1242054.8698807373,232.94315273340177,buried,buried,False,False
NW2019_2554,NW,2019,72366.22194319974,261.8461765139235,drain,drain,False,False
NW2019_2557,NW,2019,71096.35471154016,1571.0657087262382,refreeze,refreeze,False,False
NW2019_2559,NW,2019,201948.57712496095,476.9837114601512,drain,drain,False,False
NW2019_2564,NW,2019,166284.36924412128,1038.6082326219248,drain,drain,True,True
NW2019_2566,NW,2019,58400.140404764636,920.9034821645228,drain_slow,drain,True,True
NW2019_2567,NW,2019,2754739.9421789693,1276.5438229829724,buried,buried,True,True
NW2019_2568,NW,2019,206406.60311002313,1380.0725451967387,refreeze,refreeze,True,True
NW2019_2569,NW,2019,151717.8736756894,933.8295489305633,refreeze,refreeze,False,False
NW2019_2574,NW,2019,584478.0692538036,195.08725618079785,refreeze,refreeze,False,False
NW2019_2576,NW,2019,93842.58088170753,527.2282575526394,drain_slow,drain,True,True
NW2019_2577,NW,2019,1552009.6452578928,844.3648480667487,refreeze,refreeze,False,False
NW2019_2579,NW,2019,216322.56907468327,1046.4013354021022,drain,drain,True,True
NW2019_2586,NW,2019,151127.0808948357,1360.0421567238216,refreeze,refreeze,True,True
NW2019_2597,NW,2019,878507.5412118156,1056.1049119718316,refreeze,refreeze,True,True
NW2019_2599,NW,2019,80433.60695823679,620.8688429678454,drain,drain,True,True
NW2019_2600,NW,2019,151127.08089480601,1583.0461344006737,buried,buried,False,False
NW2019_2611,NW,2019,315935.81508936104,951.3844943112827,refreeze,refreeze,True,True
NW2019_2618,NW,2019,347636.3935351533,1519.3444694734403,buried,buried,False,False
NW2019_2626,NW,2019,323956.3506773723,660.601457126432,drain_slow,drain,True,True
NW2019_2628,NW,2019,127538.3712543625,1369.9943743177807,refreeze,refreeze,False,False
NW2019_2631,NW,2019,84256.69111834874,734.7742360491309,drain,drain,False,False
NW2019_2636,NW,2019,99129.48684688692,1241.2430086438585,buried,buried,True,True
NW2019_2638,NW,2019,1424380.5821151792,718.4333677062372,buried,buried,True,True
NW2019_2639,NW,2019,81294.32841195949,1112.2767544458088,buried,buried,False,False
NW2019_2640,NW,2019,59819.54423149881,655.0304505253165,refreeze,refreeze,False,False
NW2019_2648,NW,2019,343538.23451173474,783.1523410567664,drain,drain,True,True
NW2019_2650,NW,2019,67102.06989336803,1230.8883346741757,buried,buried,True,True
NW2019_2655,NW,2019,426917.656687187,149.26302170844812,drain,drain,False,False
NW2019_2659,NW,2019,80202.50004373163,682.5461735595616,drain_slow,drain,True,True
NW2019_2660,NW,2019,996141.1989367343,787.638838942663,drain,drain,True,True
NW2019_2662,NW,2019,135783.4998880485,911.6878905634619,refreeze,refreeze,True,True
NW2019_2666,NW,2019,711711.3904520014,851.4586631396885,drain_slow,drain,True,True
NW2019_2669,NW,2019,115569.77498564174,1100.5055859870643,buried,buried,True,True
NW2019_2677,NW,2019,81088.71551381475,1125.5046800871908,refreeze,refreeze,True,True
NW2019_2678,NW,2019,70657.14644403062,1237.3284095507888,buried,buried,True,True
NW2019_2682,NW,2019,121854.6271382501,798.6612733028488,refreeze,refreeze,True,True
NW2019_2688,NW,2019,76232.2443451775,1599.1296867695185,refreeze,refreeze,False,False
NW2019_2689,NW,2019,363586.8866182885,611.670816354384,drain_slow,drain,True,True
NW2019_2690,NW,2019,338977.41731187917,1051.343877271097,refreeze,refreeze,True,True
NW2019_2696,NW,2019,395946.6508275442,982.0429753930508,drain,drain,True,True
NW2019_2698,NW,2019,957342.3855428443,1387.6625690234664,buried,buried,True,True
NW2019_2699,NW,2019,625176.6303809332,593.9604540313462,drain,drain,True,True
NW2019_2705,NW,2019,533508.4782007684,1007.7687552897758,refreeze,refreeze,True,True
NW2019_2708,NW,2019,395046.49320185435,553.729187915768,drain_slow,drain,False,False
NW2019_2709,NW,2019,424274.2037046428,566.1116752555549,drain,drain,True,True
NW2019_2710,NW,2019,102357.8867961212,733.5283170953952,refreeze,refreeze,True,True
NW2019_2714,NW,2019,194293.79421984532,769.6148436495839,refreeze,refreeze,False,False
NW2019_2716,NW,2019,182456.11685703826,225.77327783476693,drain,drain,True,True
NW2019_2718,NW,2019,274478.53469155997,1062.1072541285027,refreeze,refreeze,True,True
NW2019_2727,NW,2019,86246.99662625114,1134.3248775587099,drain,drain,True,True
NW2019_2736,NW,2019,606567.1875174403,292.3324205269545,drain,drain,True,True
NW2019_2739,NW,2019,182537.79224302768,1168.3937404962173,drain_slow,drain,True,True
NW2019_2744,NW,2019,78863.01398041175,499.1938111490329,drain,drain,True,True
NW2019_2748,NW,2019,68476.26661707912,394.65114713346094,drain,drain,True,True
NW2019_2750,NW,2019,112429.2959140696,1479.1444416195257,buried,buried,True,True
NW2019_2755,NW,2019,354663.27516319184,851.6969611986932,drain,drain,True,True
NW2019_2759,NW,2019,67702.51539049008,1545.637924518115,refreeze,refreeze,True,True
NW2019_2761,NW,2019,928292.572383768,750.6862025040914,drain,drain,True,True
NW2019_2768,NW,2019,113812.05977676522,1250.5937757234226,buried,buried,True,True
NW2019_2769,NW,2019,1551266.3252791304,808.9607760625963,drain,drain,True,True
NW2019_2774,NW,2019,222455.49665638976,781.9932039616714,drain,drain,False,False
NW2019_2781,NW,2019,69406.07279206529,1227.635432667691,refreeze,refreeze,True,True
NW2019_2782,NW,2019,744275.6281064224,446.9049993718171,drain,drain,True,True
NW2019_2788,NW,2019,69768.37730630205,865.0314141465653,drain_slow,drain,False,False
NW2019_2789,NW,2019,155949.1749408114,204.68262293580082,drain,drain,True,True
NW2019_2792,NW,2019,54822.895411493715,768.8496952405654,drain,drain,False,False
NW2019_2828,NW,2019,155697.02296859972,852.6337814894686,drain_slow,drain,True,True
NW2019_2829,NW,2019,1069662.0724061888,1327.5629199631715,buried,buried,True,True
NW2019_2831,NW,2019,433966.86464079126,977.1846977811781,refreeze,refreeze,True,True
NW2019_2835,NW,2019,1347877.9964426917,1144.818660828334,drain,drain,True,True
NW2019_2836,NW,2019,550566.2091596207,1387.4323514951056,drain,drain,True,True
NW2019_2842,NW,2019,185482.28427788822,956.3020892151322,drain,drain,True,True
NW2019_2849,NW,2019,50666.182166131744,1295.8404278074865,buried,buried,True,True
NW2019_2860,NW,2019,296507.3095463856,1009.2277133875655,refreeze,refreeze,True,True
NW2019_2868,NW,2019,507769.15970258863,1148.560826165149,drain_slow,drain,True,True
NW2019_2878,NW,2019,138375.62940306446,755.6750238346775,drain_slow,drain,True,True
NW2019_2882,NW,2019,146668.66030092022,606.795376385174,drain,drain,True,True
NW2019_2889,NW,2019,1433583.775305111,1124.9260901809923,refreeze,refreeze,False,False
NW2019_2890,NW,2019,77543.85363341984,419.02368311712297,drain,drain,True,True
NW2019_2894,NW,2019,344148.4625463533,861.6126558901038,drain,drain,True,True
NW2019_2900,NW,2019,189144.58297629148,927.8159637974194,refreeze,refreeze,True,True
NW2019_2909,NW,2019,203064.00460417068,1030.7536720024996,buried,buried,True,True
NW2019_2918,NW,2019,186363.43527207777,813.731928798039,buried,buried,True,True
NW2019_2928,NW,2019,237948.85372087624,1407.2250902527073,buried,buried,True,True
NW2019_2940,NW,2019,223769.40619926434,1070.9291287386216,drain,drain,True,True
NW2019_2958,NW,2019,70748.03715851305,999.549784417928,drain_slow,drain,True,True
NW2019_2959,NW,2019,90497.92749750016,1147.868929918602,refreeze,refreeze,True,True
NW2019_2998,NW,2019,127171.91995882774,1450.4029138477947,buried,buried,True,True
NW2019_2999,NW,2019,278577.56980057695,384.6300031918291,drain,drain,True,False
NW2019_3009,NW,2019,211365.25387094496,1169.3264060310898,buried,buried,False,False
NW2019_3010,NW,2019,130620.16136334254,1386.0105222985503,drain,drain,False,False
NW2019_3028,NW,2019,90497.92749747058,1287.7986127532124,refreeze,refreeze,True,True
NW2019_3038,NW,2019,101764.06626216868,829.5006693440426,drain_slow,drain,True,True
NW2019_3039,NW,2019,318585.88161445357,650.7968091952982,refreeze,refreeze,False,False
NW2019_3061,NW,2019,119395.95971332671,545.8204713562724,refreeze,refreeze,False,False
NW2019_3069,NW,2019,164784.82224618262,167.6891654978962,refreeze,refreeze,False,False
NW2019_3078,NW,2019,91689.31037529744,386.55015491866743,drain,drain,False,False
NW2019_3080,NW,2019,105655.21584675275,1471.963580075135,refreeze,refreeze,True,True
NW2019_3098,NW,2019,296614.4415030557,1200.5314870199788,buried,buried,True,True
NW2019_3099,NW,2019,76428.3491919321,418.01119576326283,drain,drain,True,True
NW2019_3101,NW,2019,159534.06021012756,1013.0252778773742,refreeze,refreeze,True,True
NW2019_3121,NW,2019,637051.9132703407,1474.476532011982,refreeze,refreeze,True,True
NW2019_3128,NW,2019,53083.284954083254,184.39687960358907,drain_slow,drain,True,True
NW2019_3140,NW,2019,129088.62064947771,1184.7929562433294,buried,buried,True,True
NW2019_3149,NW,2019,192531.49223145528,618.0036149268672,drain_slow,drain,True,True
NW2019_3159,NW,2019,1209379.7395317308,1164.4729461015172,refreeze,refreeze,True,True
NW2019_3170,NW,2019,603527.0750495968,1065.520709557977,refreeze,refreeze,True,True
NW2019_3171,NW,2019,1220761.8100576755,975.1754005597523,refreeze,refreeze,True,True
NW2019_3180,NW,2019,258442.6836837203,1044.0290171083525,buried,buried,False,False
NW2019_3188,NW,2019,150236.2445101337,1311.753028263795,buried,buried,False,False
NW2019_3189,NW,2019,292894.21286686684,966.9948440287943,refreeze,refreeze,True,True
NW2019_3200,NW,2019,340564.859256113,598.6476686648039,drain,drain,True,True
NW2019_3209,NW,2019,824728.0004165064,1053.2220276987525,drain_slow,drain,True,True
NW2019_3219,NW,2019,399240.069278369,1252.2731461320054,refreeze,refreeze,True,True
NW2019_3238,NW,2019,322585.45781972504,448.9059647157657,drain_slow,drain,True,True
NW2019_3248,NW,2019,198069.1575665673,1129.3463278931752,buried,buried,False,False
NW2019_3249,NW,2019,528632.8490788243,1123.8756241974595,buried,buried,False,False
NW2019_3278,NW,2019,110013.35879037049,831.9553835647621,refreeze,refreeze,False,False
NW2019_3280,NW,2019,412833.2644433784,1129.0107305244017,buried,buried,True,True
NW2019_3298,NW,2019,287516.8160332402,1046.1007888251834,refreeze,refreeze,False,False
NW2019_3299,NW,2019,59819.54423152047,396.3280413842312,drain,drain,True,True
NW2019_3318,NW,2019,114421.63260523508,1426.6585272431296,buried,buried,True,True
NW2019_3350,NW,2019,294668.8376359161,214.7605118386933,drain,drain,True,True
NW2019_3359,NW,2019,409278.18789267214,859.1929390951426,refreeze,refreeze,False,False
NW2019_3360,NW,2019,226428.05260961343,518.3881045793671,drain,drain,True,True
NW2019_3361,NW,2019,167051.61611310978,1125.6726564380926,refreeze,refreeze,True,True
NW2019_3390,NW,2019,60358.843102298335,1230.815287001897,buried,buried,True,False
NW2019_3409,NW,2019,123479.49342570396,1150.3993107714064,buried,buried,True,True
NW2019_3410,NW,2019,83594.28900604264,805.7204968944098,buried,buried,True,True
NW2019_3421,NW,2019,1058163.3652880702,1057.988443389563,refreeze,refreeze,True,True
NW2019_3438,NW,2019,1037243.4826967379,1248.9148397800066,buried,buried,True,True
NW2019_3440,NW,2019,143046.2379312431,1655.2452039416253,buried,buried,True,True
NW2019_3478,NW,2019,181441.65759342094,1178.0699311701078,drain_slow,drain,True,True
NW2019_3509,NW,2019,128558.66829393411,1030.0210149353172,refreeze,refreeze,False,False
NW2019_3518,NW,2019,166286.61282887278,276.26251018395436,buried,buried,False,False
NW2019_3520,NW,2019,102357.88679620609,1177.096767218077,buried,buried,True,True
NW2019_3529,NW,2019,235470.00068955842,1259.8579954629192,buried,buried,True,True
NW2019_3530,NW,2019,681760.8130274108,1087.9309290028245,refreeze,refreeze,True,True
